Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Get You The Moon (feat. Snøw)","Kina","Get You The Moon (feat. Snøw)","Favorite Songs","Favorite","USSM11808093","4ZLzoOkj0MPWrTLvooIuaa"
"A Beautiful Song (Simone Beauvoir) [From ""NieR: Automata""]","PurpleSchala","A Keiichi Okabe Easter","Favorite Songs","Favorite","QZ22B1791409","3OV3jkKYY3kcYCFATKXiO3"
"Something In The Way","Nirvana","Nevermind (Deluxe Edition)","Favorite Songs","Favorite","USGF19942512","16LgXyNShQbrqBRF4TT1Sr"
"Run Boy Run","Woodkid","The Golden Age","Favorite Songs","Favorite","FR4DI1200110","0boS4e6uXwp3zAvz1mLxZS"
"Say So - Japanese Version","Rainych","Say So (Japanese Version)","Favorite Songs","Favorite","QZGWW2069160","6HibhGOvkFN74gWRTr6w2i"
"Funny","Zedd","Funny","Favorite Songs","Favorite","USAT22003344","4FYbo4yQzu3hGkj2Ix4ucW"
"六兆年と一夜物語","WagakkiBand","ボカロ三昧","Favorite Songs","Favorite","JPB601304922","1L2CbnBS9C8uNMbS6GSHer"
"Sweet Connection","Jessica Ricca","Sweet Connection","Favorite Songs","Favorite","TCAEZ2047844","2NXo2gD1lFrfoo8EyiVIqR"
"Renai Circulation","Rainych","Renai Circulation","Favorite Songs","Favorite","QZGWW2123615","4dAyGJDhLLfSkLZ2AsjaGj"
"FourFiveSeconds","Rihanna","FourFiveSeconds","Favorite Songs","Favorite","USJMT1500001","78TTtXnFQPzwqlbtbwqN0y"
"Godzilla (feat. Juice WRLD)","Eminem","Music To Be Murdered By","Favorite Songs","Favorite","USUM72000788","7FIWs0pqAYbP91WWM0vlTQ"
"Ghost","Au/Ra","Ghost","Favorite Songs","Favorite","GBARL1901090","5TgS4dcUAU8EEb506d8wAT"
"broken","lovelytheband","finding it hard to smile","Favorite Songs","Favorite","US3DF1712109","6XcfKZvJio9Z0fQy11GnNX"
"Sweet Dreams (Are Made of This) - 2005 Remaster","Eurythmics","Sweet Dreams (Are Made Of This)","Favorite Songs","Favorite","GBARL0300589","1TfqLAPs4K3s2rJMoCokcS"
"Higher","Lemaitre","Chapter One","Favorite Songs","Favorite","USUM71704556","2jIMtd2GaUesi6u3hO2Anb"
"Before You Go","Lewis Capaldi","Divinely Uninspired To A Hellish Extent (Extended Edition)","Favorite Songs","Favorite","DEUM71905868","2gMXnyrvIjhVBUZwvLZDMP"
"So This Is Love","Mike Douglas","Dear Heart","Favorite Songs","Favorite","USWD10835153","5KSjJrknI8zL9B5RX2WJh8"
"when the party's over","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Favorite Songs","Favorite","USUM71815958","43zdsphuZLzwA9k4DJhU0I"
"bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Favorite Songs","Favorite","USUM71900764","2Fxmhks0bxGSBdJ92vM42m"
"Lalala - Remix - [feat. Enrique Iglesias & Carly Rae Jepsen]","Y2K","Lalala (Remix - [feat. Enrique Iglesias & Carly Rae Jepsen])","Favorite Songs","Favorite","USSM11913549","4XZIuf6EJw8HKOkRC9Jlj4"
"lovely (with Khalid)","Billie Eilish","lovely (with Khalid)","Favorite Songs","Favorite","USUM71804190","0u2P5u6lvoDfwTYjAADbn4"
"A Pleasing Smile","Aloboi","A Pleasing Smile","Favorite Songs","Favorite","QZFZ62019045","1ADRPJBAzOFNpzNZaoFAdl"
"New Soul","Yael Naim","Yael Naim","Favorite Songs","Favorite","FR79W0700370","09nEPqqMCJ5gNioi7M2dth"
"everything i wanted","Billie Eilish","everything i wanted","Favorite Songs","Favorite","USUM71922577","3ZCTVFBt2Brf31RLEnCkWJ"
"Because of You","Kelly Clarkson","Breakaway","Favorite Songs","Favorite","GBCTA0400265","0gJvqi9QyASOCtJu99tytc"
"Same Old Love","Selena Gomez","Revival (Deluxe)","Favorite Songs","Favorite","USUM71510437","6ZANrVuAMp2rpjhfbOuJly"
"Radioactive","Imagine Dragons","Night Visions","Favorite Songs","Favorite","USUM71201074","62yJjFtgkhUrXktIoSjgP2"
"Pumped Up Kicks","Foster The People","Torches","Favorite Songs","Favorite","USSM11002931","7w87IxuO7BDcJ3YUqCyMTT"
"Heathens","Twenty One Pilots","Heathens","Favorite Songs","Favorite","USAT21601930","6i0V12jOa3mr6uu4WYhUBr"
"All of Me","John Legend","Love In The Future (Expanded Edition)","Favorite Songs","Favorite","USSM11303954","3U4isOIWM3VvDubwSI3y7a"
"We Are Young","Tonight","We Are Young - Single","Favorite Songs","Favorite","USQY51258582","3nfa1zSNP1V1T74wbKVTtT"
"Surrender","Natalie Taylor","Surrender","Favorite Songs","Favorite","USQX92001180","0ecC8p17cDNlxHXkuYqeR6"
"Lucid Dreams","Juice WRLD","Goodbye & Good Riddance","Favorite Songs","Favorite","USUG11800685","285pBltuF7vW8TeWk8hdRR"
"Anna, Please Don't Go","Life in Film","Here It Comes (Deluxe Version)","Favorite Songs","Favorite","GBKPL1512865","0bSmq9e4KxZb7mL8r9R6uf"
"Rise Up","Andra Day","Cheers to the Fall","Favorite Songs","Favorite","USWB11505334","0tV8pOpiNsKqUys0ilUcXz"
"Toss A Coin To Your Witcher","Sonya Belousova","Toss A Coin To Your Witcher","Favorite Songs","Favorite","USQX92000198","7iQM9DQUFKUSNjVt8GQZV2"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Favorite Songs","Favorite","USUM71814888","3KkXRkHbMCARz0aVfEt68P"
"Through The Fire And Flames","DragonForce","Killer Elite","Favorite Songs","Favorite","GBAJE0508258","1iTb2vi8Bls7QY6CKL2gj2"
"Viva La Vida","Coldplay","Viva La Vida or Death and All His Friends","Favorite Songs","Favorite","GBAYE0800265","1mea3bSkSGXuIRvnydlB5b"
"Yellow","Coldplay","Parachutes","Favorite Songs","Favorite","GBAYE0000267","3AJwUDP919kvQ9QcozQPxg"
"Already Gone","Disturbed","Evolution (Deluxe Edition)","Favorite Songs","Favorite","USRE11800608","2bIGTwtsxXPGaDWhjCjtr0"
"Mercy","Shawn Mendes","Illuminate (Deluxe)","Favorite Songs","Favorite","USUM71603531","0AS63m1wHv9n4VVRizK6Hc"
"Something Just Like This","The Chainsmokers","Memories...Do Not Open","Favorite Songs","Favorite","USQX91700278","6RUKPb4LETWmmr3iAEQktW"
"Have Yourself a Merry Little Christmas","Rook1e","Home for Christmas","Favorite Songs","Favorite","CA5KR1706824","63R9mcsJilIGl2J3RhV51y"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","All Your Fault: Pt. 2","Favorite Songs","Favorite","USWB11701181","7iDa6hUg2VgEL1o1HjmfBn"
"If I Go, I'm Goin","Gregory Alan Isakov","This Empty Northern Hemisphere","Favorite Songs","Favorite","uscgj0988307","1vqtj4c5aNPKkLS2LXkd4E"
"Red Right Hand (Peaky Blinders Theme) - Flood Remix","Nick Cave & The Bad Seeds","Red Right Hand Peaky Blinders","Favorite Songs","Favorite","GB5KW1499411","00Aud5cYpOufUmlVmJJCed"
"I Swear","All-4-One","Rhino Hi-Five: All-4-One","Favorite Songs","Favorite","USAT29400058","3V0PeMg2mhbYRtk9bioAwF"
"Señorita","Shawn Mendes","Señorita","Favorite Songs","Favorite","USUM71911283","0TK2YIli7K1leLovkQiNik"
"F**K All the Perfect People","Chip Taylor","F**K All the Perfect People","Favorite Songs","Favorite","USYVC1204303","2DFD0Zga3HBwMHIpGnsZJz"
"Stone Cold Body","Blackbriar","We'd Rather Burn EP","Favorite Songs","Favorite","NLP7Q1800006","5rWfk4qFRbibRLxh4ndZI8"
"Arms of the Ocean","Blackbriar","We'd Rather Burn EP","Favorite Songs","Favorite","NLP7Q1800002","2qcxAbaFai3ZXle18e7FTn"
"Cry of a Banshee","Blackbriar","We'd Rather Burn EP","Favorite Songs","Favorite","NLP7Q1800003","1Bv7Se3LLFB5OInmIG2zj0"
"Let Me In","Blackbriar","We'd Rather Burn EP","Favorite Songs","Favorite","NLP7Q1800005","0nBGuCJeZimI0MNKGt4oSD"
"I'd Rather Burn","Blackbriar","We'd Rather Burn EP","Favorite Songs","Favorite","NLP7Q1800004","1GzcLTRTeI6OY1vwpUCwnm"
"The End","Daughter","The End","Favorite Songs","Favorite","GBAFL1500162","7zqhUgWpWzwYnT9eewPJEK"
"Bad Day","Daniel Powter","Daniel Powter","Favorite Songs","Favorite","USWB10401971","0mUyMawtxj1CJ76kn9gIZK"
"Memories","Maroon 5","Memories","Favorite Songs","Favorite","USUM71913350","2b8fOow8UzyDFAE27YhOZM"
"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X","7","Favorite Songs","Favorite","USSM11902498","2YpeDb67231RjR0MgVLzsG"
"Too Sad To Cry","Sasha Alex Sloan","Self Portrait","Favorite Songs","Favorite","USRC11902970","3CRtbOoAP82y0VbPO5j1ft"
"HUMBLE.","Kendrick Lamar","DAMN.","Favorite Songs","Favorite","USUM71703085","7KXjTSCq5nL1LoYtL7XAwS"
"God's Plan","Drake","Scorpion","Favorite Songs","Favorite","USCM51800004","6DCZcSspjsKoFjzjrWoCdn"
"Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","Favorite Songs","Favorite","DEUM71807062","7qEHsqek33rTcFNT9PFqLf"
"Slow Dancing in a Burning Room","John Mayer","Continuum","Favorite Songs","Favorite","USSM10603632","2jdAk8ATWIL3dwT47XpRfu"
"Bruises","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","Favorite Songs","Favorite","GBKPL1778698","4Of7rzpRpV1mWRbhp5rAqG"
"Chikatto Chika Chika (From “Kaguya-sama: Love is War”) [Japanese Version]","Lizz Robinett","Chikatto Chika Chika (From “Kaguya-sama: Love is War”)","Favorite Songs","Favorite","QZGWW1922417","7GfFPwYWuH88yzybgdx1il"
"Omae Wa Mou","deadman 死人","Omae Wa Mou","Favorite Songs","Favorite","GBSMU6641474","3JdmViRk48bKJNGUSbEvwD"
"What If I Loved You","Galen Crew","Acoustic Daydreams","Favorite Songs","Favorite","ushm81298963","5xjlU87j6IpOZt1Xt6biV3"
"Remember The Name (feat. Eminem & 50 Cent)","Ed Sheeran","No.6 Collaborations Project","Favorite Songs","Favorite","GBAHS1900720","0AtP8EkGPn6SwxKDaUuXec"
"Be Alright","Dean Lewis","Acoustic Music Australia","Favorite Songs","Favorite","AUUM71800255","0VToirmuJt1XRPcSpVCAGZ"
"It Ain't Easy","Muddy Magnolias","Broken People","Favorite Songs","Favorite","QZ45Z1600006","2e58JCJzmWLtlLt0320MVp"
"Let Me Down Slowly","Alec Benjamin","Narrated For You","Favorite Songs","Favorite","USAT21802284","2qxmye6gAegTMjLKEBoR3d"
"Sorry","Halsey","hopeless fountain kingdom (Deluxe)","Favorite Songs","Favorite","USUM71702216","2DyCLtTrd9f2DRRDq1ngJx"
"Without You","Ursine Vulpine","Without You","Favorite Songs","Favorite","GBKPL1831292","2SvIwED5a6xYm5S9s8wvsC"
"Ruins","Ella Isaacson","Ruins","Favorite Songs","Favorite","QM2PV1519891","6OXU517AeB6iYEMy10rRmr"
"I've No More Fucks To Give","Thomas Benjamin Wild Esq","I've No More Fucks To Give","Favorite Songs","Favorite","GBMA21941089","0R4EcD2e5m9wsMmWVVbBOc"
"22 (feat. Delaney)","Abstract","Something to Write Home About","Favorite Songs","Favorite","TCACR1625858","3V4pCSmzK7O6z3IKWHlEgJ"
"Hand of Sorrow","Within Temptation","The Heart of Everything","Favorite Songs","Favorite","NLR260600017","61i8W3gHpGUAIDlQj5UUAE"
"DESPUES QUE TE PERDI","Jon Z","DESPUES QUE TE PERDI","Favorite Songs","Favorite","USSD11900061","5gsW8TMmNVnevjq13h0Nlp"
"","","","Favorite Songs","Favorite","","2SIHJo8TXKvFvaW0XvMztF"
"Kiss the Rain","Lucas Jayden","Kiss the Rain","Favorite Songs","Favorite","DEPI81704911","191tSXy3hWRbFMJxZWjE8K"
"Home","Michael Bublé","It's Time","Favorite Songs","Favorite","USRE10401888","3lyLqIn8mybyEFTs8JJaLf"
"Please Don't Go","Joel Adams","Please Don't Go","Favorite Songs","Favorite","AUZN31500442","3cNjgVBKTJ1SvKhunrCdVy"
"Sing Me to Sleep","Alan Walker","Sing Me to Sleep","Favorite Songs","Favorite","NOG841611010","2Fjz5ZC5BvFdCqcnTZ3ilH"
"Umbrella","Ember Island","Umbrella","Favorite Songs","Favorite","TCADE1718382","2FX5HPP1FNNuLlt2UU9os7"
"Scars To Your Beautiful","Alessia Cara","Know-It-All (Deluxe)","Favorite Songs","Favorite","USUM71506811","0prNGof3XqfTvNDxHonvdK"
"Sitting Next to You","Piano Tiles2","Sitting Next to You","Favorite Songs","Favorite","TCACZ1757093","77FUknLt7tSHR9brby5sMd"
"I Remember The","Shandy Gan","愛情公寓4(原聲大碟)","Favorite Songs","Favorite","HKA411300002","55D2GOc7wbspwctaMhjF1G"
"Go Hard or Go Home","Wiz Khalifa","Furious 7: Original Motion Picture Soundtrack","Favorite Songs","Favorite","USAT21500311","2QJnTfMpNG05KFf2E3gVIJ"
"The River Flows In You","Yiruma","Chilled Piano Vol.2","Favorite Songs","Favorite","GBF071402160","2YTVSDyIdZtxLzuiCbiCTc"
"Stay","Joie Tan","Stay","Favorite Songs","Favorite","QMBZ91761608","3NZQG9y1awXYEEwR9jm3GX"
"The Story Never Ends","Lauv","I met you when I was 18. (the playlist)","Favorite Songs","Favorite","TCACS1676215","3u5bTqHMM1P34ZkbwzdckV"
"Iridescent","Linkin Park","A Thousand Suns","Favorite Songs","Favorite","USWB11001855","69ZEgPX0hxWXJIqkTlYz41"
"Two Is Better Than One (feat. Taylor Swift)","BOYS LIKE GIRLS","Love Drunk","Favorite Songs","Favorite","USSM10904174","1MaqkdFNIKPdpQGDzme5ss"
"Una mattina (From ""The Intouchables"")","Ludovico Einaudi","Piano Movie Lounge, Vol. 2","Favorite Songs","Favorite","CH0011500338","3KUH1OyEzTNzz0ibw94A8E"
"Nos Fuimos Lejos (feat. El Micha)","Descemer Bueno","Nos Fuimos Lejos (feat. El Micha)","Favorite Songs","Favorite","USSD11800135","7yfha8TaN0DVNGp180Z5Zr"
"Havana (feat. Young Thug)","Camila Cabello","Camila","Favorite Songs","Favorite","USSM11706905","1rfofaqEpACxVEHIZBJe6W"
"We Would Never Do","Taska Black","We Would Never Do","Favorite Songs","Favorite","CA6D21800029","3VtEB8PuRNITbgAAbHUieL"
"Trust in Me","Direct","Trust in Me - EP","Favorite Songs","Favorite","CA6D21600254","2wUNYuztAnmnOFYy15Wruc"
"Homesick","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1600312","5E5MqaS6eOsbaJibl3YeMZ"
"Gotta Have You","The Weepies","Say I Am You","Favorite Songs","Favorite","CAN110501046","0YNNfiKJb4yqUDtCcX1cHK"
"Hotter Than Hell","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1600182","5eTNdkstwKaNahHf41fJ9u"
"Genesis","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1600300","4P76CEIXrrWT2cgS1YrTMr"
"My Love (feat. Major Lazer, WizKid, Dua Lipa)","Wale","Shine","Favorite Songs","Favorite","USAT21700887","7rfiXyFb5M9BqdkvKvVEiB"
"Be the One","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1500573","7FCfMXYTIiQ9b4hDYs4Iol"
"Blow Your Mind (Mwah)","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1600302","2eAAEa8pxKF7My0EO4rFgR"
"Scared to Be Lonely","Martin Garrix","Scared to Be Lonely","Favorite Songs","Favorite","NLM5S1600025","3ebXMykcMXOcLeJ9xZ17XH"
"New Rules","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1600310","2ekn2ttSfGqwhhate0LSR0"
"IDGAF","Dua Lipa","Dua Lipa (Deluxe)","Favorite Songs","Favorite","GBAHT1600301","76cy1WJvNGJTj78UqeA5zr"
"EL BAÑO","Enrique Iglesias","EL BAÑO","Favorite Songs","Favorite","USRC11701002","2vvdTrdryjsl8DmPIMDWZU"
"Closer","The Chainsmokers","Closer","Favorite Songs","Favorite","USQX91601347","7BKLCZ1jbUBVqRi2FVlTVw"
"Mi Gente","J Balvin","Mi Gente","Favorite Songs","Favorite","FR22F1701790","2rb5MvYT7ZIxbKW5hfcHx8"
"Corazón (feat. Nego do Borel)","Maluma","Corazón (feat. Nego do Borel)","Favorite Songs","Favorite","USSD11700459","4lESS6vuruP6a79KWRaQou"
"Say You Won't Let Go","James Arthur","Back from the Edge","Favorite Songs","Favorite","DEE861600586","5uCax9HTNlzGybIStD3vDh"
"Chantaje (feat. Maluma)","Shakira","El Dorado","Favorite Songs","Favorite","USSD11600299","6mICuAdrwEjh6Y6lroV2Kg"
"Stay Together For The Kids","blink-182","Take Off Your Pants And Jacket","Favorite Songs","Favorite","USMC10110877","7M4LqvMyypNP8NPAt2AXil"
"24K Magic","Bruno Mars","24K Magic","Favorite Songs","Favorite","USAT21602944","6b8Be6ljOzmkOmFslEb23P"
"That's What I Like","Bruno Mars","24K Magic","Favorite Songs","Favorite","USAT21602948","0KKkJNfGyhkQ5aFogxQAPU"
"Trouble Sleeping","Corinne Bailey Rae","Corinne Bailey Rae","Favorite Songs","Favorite","GBAYE0501664","7m8PDR3PRg5lPhWMdYrktc"
"Cosmo","Hamo","Cytus-Hindsight-","Favorite Songs","Favorite","TCABS1321962","65JQhiYLLTG9yq7H6sajh0"
"Eraser","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700020","7oolFzHipTMg2nL7shhdz2"
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1600462","6PCUP3dWmTjcTtXY02oFdT"
"Dive","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700022","51ChrwmUPDJvedPQnIU8Ls"
"Perfect","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700024","0tgVpDi06FyKpA1z0VMD4v"
"Happier","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700028","2RttW7RAu5nOAfq6YFvApB"
"New Man","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700030","5HDPtsnyb3maFmPL8LLUTG"
"Hearts Don't Break Around Here","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700032","2dfHh7ECGxfNqZTQno09Vk"
"What Do I Know?","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700036","2pJZ1v8HezrAoZ0Fhzby92"
"How Would You Feel (Paean)","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700038","6PJ8FF6UR8FZXfEvpHkIVN"
"Supermarket Flowers","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700040","4VuS959DSpr82t3qBqCrWG"
"Barcelona","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700042","3Lfiu5sZ4M4B6JaKMBc0FU"
"Bibia Be Ye Ye","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700044","6SznMYPQJHzr3IwsAHLId2"
"Nancy Mulligan","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700046","35QZaWQRkmnAVqBF1TLCxQ"
"Save Myself","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700048","6TIU9Ehmi6dMzZK73Ym4yj"
"Galway Girl","Ed Sheeran","÷ (Deluxe)","Favorite Songs","Favorite","GBAHS1700026","0afhq8XCExXpqazXczTSve"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","The Heist","Favorite Songs","Favorite","GMM881200003","4YMqbFcDIFiCBd02PzUBcM"
"Treat You Better","Shawn Mendes","Illuminate","Favorite Songs","Favorite","USUM71604711","3AFfyUXTfj12PgrOkZiiJo"
"(Intro) Sorry About What Happened Last Night","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796485","4gEHdR5E8rul2TZnWbY0d6"
"The Burn Marks on My Epiano Wont Go Away","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796486","6IsX4N6M7i9OrYc4t70Swv"
"I Wasnt Allowed to Watch Whose Line as a Kid but I Think Its Pretty Good Now","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796487","0MLqAD0FVivFq37NpnOQTo"
"Auburn Flowers","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796488","4sTI7S9XEGwUwnV8S5WTqT"
"Zeldas Lullaby","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796489","3dQR7lwVcVvRBzrR03ELzd"
"Elevator Music","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796490","4myL45wizVmR6OXz06DSg3"
"Missing My Ntpp","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796491","7BcbuYe4X7kYgmbFUxBG9e"
"I Miss Having Sleep Overs","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796492","3DAFazP2UDneYrCJOKPCYL"
"Interlude for Felix","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796493","4fltMrvOC2b8xiKuGmhsCu"
"Hisaishi","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796494","67C2lQFnHOZQ1ajrDKDdV8"
"Snoozin","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796495","73If0IkuGkPdJ9dM5tlojE"
"This One","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796496","2t4hkaKj6BsMjBE6ebzssJ"
"No One Would Miss Me","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796497","5xHwAQiKx72cDuMCVkEF79"
"Drive Me Home","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796498","5bSihJX0PLnPwyCjf3YUg3"
"Isaiah's Unsung Love Song","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796499","4yEfso9iSkni1mW5Q08OrA"
"No One Really Seems to Care","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796500","2seHvxHkZ1IIKXq13fJlLQ"
"Y Did U Say Tht","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796501","1Yp0GVkaGUTeoWdoGzT0nw"
"Lord You're Okay","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796502","5j6l2MK4cYAkysnBIyhA9G"
"Ganymede Elegy","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796503","1STcbHSVDutpKAuHWozPbN"
"Am Am Am","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796504","012bm8kyOhuNuSV35ikHOZ"
"Growing Up","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796505","3tiF7unFuV68Q9vy7JXPRh"
"Sleep Next to Me","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796506","07MZXSRBs5DJxYZiRTFJe8"
"Faded","Alan Walker","Faded","Favorite Songs","Favorite","NOG841549010","7gHs73wELdeycvS48JfIos"
"Wasted Roses","JT Roach","Wasted Roses","Favorite Songs","Favorite","GBKPL1790817","3JEjuHVUzLgqDkdsukl80U"
"Love Vigilantes","Iron & Wine","Around The Well","Favorite Songs","Favorite","USSUB0980816","0ahOkCowJzgyrkoB1HJLPY"
"Flightless Bird, American Mouth","Iron & Wine","The Shepherd's Dog","Favorite Songs","Favorite","USSUB0771012","6iWwfN1euztxZi1OK38HbU"
"Wicked Game","Ursine Vulpine","Wicked Game","Favorite Songs","Favorite","GBKPL1668098","2qZVVN9arDWwNVS8onFB7k"
"Way down We Go","KALEO","Way down We Go","Favorite Songs","Favorite","USAT21502122","7aUuoq4oMfLxaLa5GVUDHi"
"Hey Mamma - Radio Edit","Sunstroke Project","Hey Mamma","Favorite Songs","Favorite","ITDW01700025","4Vik7bcpSZEQLIwCLe5aSx"
"Too Much To Ask","Niall Horan","Too Much To Ask","Favorite Songs","Favorite","USUG11701396","3hRZsdTF5uyGA2uhNqEuhm"
"Waking Up Slow","Gabrielle Aplin","Waking Up Slow (Piano)","Favorite Songs","Favorite","GB23W1700038","7E9QA6hL8Ebk0yHXeV1UIB"
"Fortress (feat. Joni Fatora)","ILLENIUM","Ashes","Favorite Songs","Favorite","TCACK1580831","3cn8bRbgGBwS05SalGX9HK"
"Professional Rapper (feat. Snoop Dogg)","Lil Dicky","Professional Rapper","Favorite Songs","Favorite","QM4HH1550002","1Ysc1uDZtf430TGavoS1j4"
"Molly (feat. Brendon Urie of Panic at the Disco)","Lil Dicky","Professional Rapper","Favorite Songs","Favorite","QM4HH1550007","0NBiC3zLXoBQXBjsbnbwJq"
"Lemme Freak","Lil Dicky","Professional Rapper","Favorite Songs","Favorite","QM4HH1550004","0egGmGkZ8maYdEYo4RrVsZ"
"2.3.5.41","Nima Fakhrara","The Signal (Original Motion Picture Soundtrack)","Favorite Songs","Favorite","US3M51428422","5r0QfbU82iCmlA4DOZRngw"
"Cuando Me Enamoro","Enrique Iglesias","Euphoria","Favorite Songs","Favorite","GBUM71003036","66ggIz6W6hlmlyezLBZDcn"
"El Perdón (with Enrique Iglesias)","Nicky Jam","Fénix","Favorite Songs","Favorite","USSD11500005","7qCAVkHWZkF44OzOUKf8Cr"
"Quizás","Enrique Iglesias","Quizás","Favorite Songs","Favorite","USUL10200694","5sfYcK6jgS7oiE0fSujUDE"
"Impossible","James Arthur","James Arthur (Deluxe)","Favorite Songs","Favorite","GBHMU1200338","5yVIlYEHZxQVLyInCdldoS"
"Simple Song","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1500029","70HWRkitkAKfos500LBk0T"
"Sweet Louise","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1700001","0WTQ3OVvyuD49BfO99Q6y7"
"The Boy Who Cried Wolf","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1500035","02KgB1Qyk4PrFweUMGl9NO"
"Walls","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1700003","2zkgbt6A9ZI6pq7dAL0EQ5"
"Setting Suns","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1500036","2dQUWHoHEwFVJBQwPhNWRj"
"And I Love Her","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1700004","0Dv23k5ErS9XO9U2BYRI0F"
"Someday","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1700002","3maGfEFgPZBaSQwfB5f56L"
"In the End","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1700005","6dO5oQiCCvciPZOlUNEmb6"
"Thunder and Lightning","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1700006","16ezutuyRsAwKKSoozqZ1K"
"Lanterns","Passenger","The Boy Who Cried Wolf","Favorite Songs","Favorite","GBMQN1500038","42fyB9HdEfkAqZ8u80Zh2K"
"Danger Zone - From ""Top Gun"" Original Soundtrack","Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Favorite Songs","Favorite","USSM18600108","34x6hEJgGAOQvmlMql5Ige"
